dataset,split,contract,family_size,family_correct,confidence,per_candidate_confidence,alpha,beta_fp,iou,threshold,threshold_feasible,cal_cp,cal_risk,cal_precision,cal_fp_img,cal_fp_upper,eval_risk,eval_cp,eval_precision,eval_fp_img,eval_fp_upper,eval_pass,group_bad_cp,group_bad,group_n,contract_record,cal_feasible,utility_feasible,joint_feasible,selected
visdrone,image_lockbox,raw960,9,False,0.95,0.95,0.2,150.0,0.25,0.0132317177078221,False,0.24985656307332357,0.24567770207812661,0.17894822335025382,244.77481840193704,262.8416805202935,0.2369633507853403,0.24423167747915356,0.18090414835778654,244.4,276.00027570319594,False,1.0,50,50,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,image_lockbox,union,9,False,0.95,0.95,0.2,150.0,0.25,0.0010002527851611376,False,0.20186128712213924,0.19798692183915917,0.09788894831851307,522.726392251816,300.0,0.18952879581151832,0.1962476695870864,0.09744061032568328,531.0592592592593,300.0,True,1.0,50,50,"{'name': 'union', 'resolution': None, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,True
visdrone,image_lockbox,nms040,9,False,0.95,0.95,0.2,150.0,0.25,0.0010010155383497477,False,0.2212685134563892,0.21726180286897873,0.17557885036286142,259.93220338983053,273.42763693675835,0.2087958115183246,0.2157546460965003,0.175827244380323,262.35555555555555,288.5706460735663,False,1.0,50,50,"{'name': 'nms040', 'resolution': None, 'nms_iou': 0.4, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,image_lockbox,nms040_cap300,9,False,0.95,0.95,0.2,150.0,0.25,0.0010010155383497477,False,0.22467979731711482,0.22065116916019034,0.1897268779743797,235.39709443099272,253.46395654934918,0.21120418848167538,0.21819133168985658,0.1912657102957979,235.94074074074075,267.5410164439367,False,1.0,50,50,"{'name': 'nms040_cap300', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,image_lockbox,nms040_cap300_sf003,9,False,0.95,0.95,0.2,150.0,0.25,0.0030010140035301447,False,0.22485207404597868,0.2208223492759081,0.19408509077884756,228.8232445520581,246.89010667041455,0.21141361256544502,0.21840320037522618,0.1946799710474615,230.76296296296297,262.3632386661589,False,1.0,50,50,"{'name': 'nms040_cap300_sf003', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.003, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,image_lockbox,support_soft_a,9,False,0.95,0.95,0.2,150.0,0.25,0.0008008124306797982,False,0.2247831634730019,0.220753877229621,0.18974773663237574,235.33414043583534,253.40100255419185,0.21162303664921467,0.21861506635101122,0.19120298651497067,235.9111111111111,267.5113868143071,False,1.0,50,50,"{'name': 'support_soft_a', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.04, 'single_penalty_640': 0.8, 'single_penalty_960': 0.9, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,image_lockbox,support_soft_b,9,False,0.95,0.95,0.2,150.0,0.25,0.0007007108768448233,False,0.2247831634730019,0.220753877229621,0.18978729081373147,235.27360774818402,253.34046986654045,0.21172774869109948,0.21872099832372896,0.19121158242316486,235.86666666666667,267.4669423698627,False,1.0,50,50,"{'name': 'support_soft_b', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.5, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,image_lockbox,support_floor,9,False,0.95,0.95,0.2,150.0,0.25,0.010501841455698012,False,0.2267125999525036,0.2226710945256599,0.2127051637562767,203.48426150121065,221.5511236195671,0.2136125654450262,0.22062765853979738,0.21150759005266567,207.38518518518518,238.9854608883811,False,0.9722123316070694,46,50,"{'name': 'support_floor', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.015, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,image_lockbox,support_cap200,9,False,0.95,0.95,0.2,150.0,0.25,0.001,False,0.25082053731828163,0.24663631072614606,0.26668848167539266,146.50605326876513,164.57291538712158,0.23979057591623038,0.247087474208588,0.2695477834707062,145.73333333333332,177.3336090365293,False,0.8872783865859241,40,50,"{'name': 'support_cap200', 'resolution': None, 'nms_iou': 0.4, 'max_det': 200, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.75, 'single_penalty_960': 0.88, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,sequence,raw960,9,False,0.95,0.95,0.2,150.0,0.25,0.013244719558861107,False,0.23733422804015683,0.23198328884762678,0.1620351100555787,249.8175182481752,271.99858733757327,0.2527758420441347,0.25769605558845565,0.19685212836266613,239.4963503649635,261.67741945436154,False,1.0,31,31,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,sequence,union,9,False,0.95,0.95,0.2,150.0,0.25,0.03167239881586284,True,0.19964276026545613,0.19461529534640826,0.12443520045901169,356.4379562043796,297.94384281202576,0.20957026713124274,0.2141853895827873,0.14328423570231508,371.27372262773724,300.0,False,0.998346745733359,30,31,"{'name': 'union', 'resolution': None, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,False,False,True
visdrone,sequence,nms040,9,False,0.95,0.95,0.2,150.0,0.25,0.0014783033839194104,False,0.21065253559975436,0.20552396425670186,0.16086849247471008,260.66058394160586,277.1847187244345,0.2229500580720093,0.22766723270506076,0.1938729382309645,253.82116788321167,273.9255946368433,False,1.0,31,31,"{'name': 'nms040', 'resolution': None, 'nms_iou': 0.4, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,sequence,nms040_cap300,9,False,0.95,0.95,0.2,150.0,0.25,0.0014068534699617885,False,0.21258451008162207,0.20743878379946618,0.17454698801339227,235.74817518248176,257.9292442718798,0.22708478513356561,0.23183206787383795,0.20750598682897625,231.8941605839416,254.07522967333963,False,1.0,31,31,"{'name': 'nms040_cap300', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,sequence,nms040_cap300_sf003,9,False,0.95,0.95,0.2,150.0,0.25,0.0030000668484717607,False,0.21281867706804455,0.20767088313798307,0.1771926865032506,231.4160583941606,253.5971274835586,0.22717770034843204,0.2319256521431554,0.21087391932662322,227.1934306569343,249.37449974633233,False,1.0,31,31,"{'name': 'nms040_cap300_sf003', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.003, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,sequence,support_soft_a,9,False,0.95,0.95,0.2,150.0,0.25,0.0011274937447160484,False,0.21270159389094617,0.2075548334687246,0.174586129753915,235.64963503649636,257.8307041258944,0.22731707317073171,0.23206602793057593,0.2074565615995809,231.8941605839416,254.07522967333963,False,1.0,31,31,"{'name': 'support_soft_a', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.04, 'single_penalty_640': 0.8, 'single_penalty_960': 0.9, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,sequence,support_soft_b,9,False,0.95,0.95,0.2,150.0,0.25,0.001,False,0.21311138224737317,0.20796100731112915,0.17457252113414587,235.55109489051094,257.73216397990893,0.2270383275261324,0.23178527561581527,0.20763240652922677,231.72992700729927,253.91099609669726,False,1.0,31,31,"{'name': 'support_soft_b', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.5, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,sequence,support_floor,9,False,0.95,0.95,0.2,150.0,0.25,0.010501841455698012,False,0.215452882245971,0.21028200069629802,0.19404325696117708,206.3102189781022,228.49128806750022,0.22857142857142856,0.23332937680003282,0.2302668071888174,202.58029197080293,224.76136106020098,False,0.998346745733359,30,31,"{'name': 'support_floor', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.015, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
visdrone,sequence,support_cap200,9,False,0.95,0.95,0.2,150.0,0.25,0.001,False,0.2351119190097174,0.22977834513171638,0.24290890458588002,150.992700729927,173.17376981932503,0.2570963995354239,0.26204341568680956,0.2918065693430657,141.63868613138686,163.81975522078488,False,0.8645994152416211,23,31,"{'name': 'support_cap200', 'resolution': None, 'nms_iou': 0.4, 'max_det': 200, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.75, 'single_penalty_960': 0.88, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
